"city","state","total_orders","total_sales"
"corumbaiba","GO","192","8486.400000000001"
"guaraci","PR","26","8474.699999999999"
"patrocínio paulista","SP","16","8473.599999999999"
"aragarcas","GO","162","8471.519999999975"
"munhoz","MG","110","8462.740000000002"
"itatim","BA","108","8442.629999999983"
"nova fatima","PR","132","8411.369999999999"
"igaratá","SP","55","8404.99"
"nova prata do iguaçu","PR","56","8398.239999999998"
"sideropolis","SC","112","8391.600000000006"
"sao miguel do guapore","RO","105","8388.240000000002"
"fortuna","MA","48","8382.239999999996"
"maximiliano de almeida","RS","69","8360.27"
"jaguapitã","PR","11","8349.55"
"gaurama","RS","120","8336.399999999996"
"antônio prado","RS","105","8313"
"cabrobó","PE","54","8296.109999999997"
"pinhão","PR","81","8282.519999999999"
"joão câmara","RN","12","8278.800000000001"
"saudades","SC","189","8257.679999999995"
"piedade dos gerais","MG","63","8250.48"
"chapada do norte","MG","44","8225.8"
"goncalves","MG","92","8208.7"
"nossa senhora da gloria","SE","74","8193.65"
"prados","MG","120","8191.6"
"águas lindas de goiás","GO","103","8188.569999999993"
"taguatinga","TO","69","8183.169999999989"
"belo vale","MG","78","8158.800000000002"
"bom jesus do tocantins","PA","60","8158"
"palmitinho","RS","150","8150.700000000003"
"nova palma","RS","38","8149.099999999997"
"orindiúva","SP","75","8126.699999999995"
"chapada gaucha","MG","96","8119.840000000006"
"santo antônio do descoberto","GO","60","8115.24"
"borrazopolis","PR","93","8047.290000000001"
"sertao","RS","130","8046.739999999998"
"mário campos","MG","52","8042.319999999998"
"agua doce do norte","ES","110","8040.559999999996"
"guará","DF","53","8035.399999999999"
"solonopole","CE","22","8028.789999999999"
"caninde de sao francisco","SE","64","8025.600000000004"
"altinho","PE","44","8003.600000000001"
"itinga","MG","88","7997.000000000003"
"fazenda nova","GO","100","7994.749999999988"
"porangaba","SP","96","7986.72"
"jaquirana","RS","16","7984"
"itaguari","GO","9","7983"
"sao francisco do guapore","RO","56","7977.200000000001"
"cabeceira grande","MG","90","7976.699999999999"
"guape","MG","45","7963.200000000001"
"anita garibaldi","SC","155","7960.179999999998"
"tiros","MG","135","7915.049999999994"
"bela vista de goiás","GO","104","7912.579999999996"
"sao joao batista do gloria","MG","66","7911.200000000003"
"tanque novo","BA","72","7910.159999999993"
"itaiópolis","SC","66","7881.540000000001"
"andrelandia","MG","330","7877.759999999949"
"caçu","GO","80","7861.440000000001"
"salto do jacui","RS","200","7854.399999999994"
"belém do são francisco","PE","24","7854"
"boa vista do burica","RS","34","7819.659999999998"
"sao valentim","RS","42","7810.459999999999"
"botupora","BA","24","7800"
"novo oriente de minas","MG","30","7799.699999999999"
"sengés","PR","112","7798.24"
"conceição da aparecida","MG","90","7794.720000000001"
"moema","MG","41","7789.589999999998"
"sericita","MG","72","7787.519999999997"
"trairi","CE","51","7769"
"três cachoeiras","RS","120","7755.240000000002"
"armazem","SC","62","7746.9000000000015"
"itambe","BA","63","7740.599999999997"
"águas belas","PE","80","7698.7"
"agua clara","MS","70","7696.150000000005"
"boa esperança","ES","49","7683.0599999999995"
"fatima","BA","51","7682.299999999999"
"sangao","SC","87","7678.910000000002"
"itapirapua paulista","SP","32","7676.799999999996"
"jacui","MG","76","7671.0599999999995"
"cansanção","BA","70","7669.5999999999985"
"paço do lumiar","MA","70","7663.7999999999965"
"pau brasil","BA","64","7654.399999999997"
"itaú de minas","MG","105","7653.450000000003"
"mirassol doeste","MT","56","7648.080000000002"
"japira","PR","105","7639.589999999994"
"tapurah","MT","61","7625"
"são sepé","RS","112","7620.900000000003"
"dias dávila","BA","81","7615.3200000000015"
"virgolandia","MG","40","7600"
"pien","PR","92","7599.200000000002"
"vargem alegre","MG","62","7594.689999999999"
"herculandia","SP","123","7580.489999999997"
"paranaiguara","GO","96","7580.48"
"são bento do sapucaí","SP","96","7566.480000000001"
"sao jose do belmonte","PE","66","7553.699999999999"
"palmital","PR","42","7518"
"ribeirao do sul","SP","84","7515.900000000001"
"arrozal","RJ","27","7505.010000000001"
"doverlandia","GO","54","7503.84"
"ajuricaba","RS","78","7484.100000000002"
"guarantã do norte","MT","95","7483.529999999995"
"sao francisco","SE","24","7479.199999999999"
"bandeira do sul","MG","72","7468.200000000001"
"vigia","PA","90","7463.699999999997"
"são joão d'aliança","GO","30","7435.299999999999"
"paranaíta","MT","24","7435.000000000002"
"altônia","PR","45","7423.500000000001"
"curaca","BA","72","7413.599999999999"
"dianópolis","TO","81","7406.549999999993"
"alfredo vasconcelos","MG","39","7383.87"
"nova monte verde","MT","120","7373.7"
"irapua","SP","185","7355.600000000002"
"valença do piauí","PI","28","7301"
"são josé do cedro","SC","90","7298.850000000002"
"moncoes","SP","42","7286.579999999996"
"ibirá","SP","63","7278.57"
"queluz","SP","68","7267.159999999999"
"alvinópolis","MG","117","7263.539999999999"
"ouro","SC","52","7248.540000000001"
"parai","RS","93","7235.400000000002"
"são gonçalo do rio abaixo","MG","81","7219.800000000003"
"pongai","SP","105","7219.800000000002"
"jesuania","MG","132","7215.560000000001"
"pedrinopolis","MG","75","7215.1500000000015"
"arealva","SP","135","7200.359999999982"
"pio xii","MA","15","7199.8499999999985"
"águas da prata","SP","84","7197.960000000001"
"castelo do piaui","PI","68","7184.199999999992"
"poloni","SP","132","7177.280000000004"
"ituacu","BA","72","7173.000000000002"
"xambre","PR","28","7154"
"maracanaú","CE","79","7143.609999999993"
"seringueiras","RO","36","7127.819999999999"
"sao joao do triunfo","PR","81","7120.439999999995"
"coremas","PB","75","7117.249999999999"
"riacho dos machados","MG","75","7100"
"benevides","PA","62","7095.589999999998"
"icém","SP","88","7087.760000000002"
"urânia","SP","48","7085.7599999999975"
"ladário","MS","114","7079.209999999997"
"clevelandia","PR","255","7063.500000000011"
"santo antonio do jardim","SP","156","7046.52"
"miraí","MG","88","7046.4800000000005"
"guaraçaí","SP","91","7039.369999999999"
"sao francisco de assis","RS","128","7032.960000000001"
"guarara","MG","28","7027.859999999998"
"aiuruoca","MG","100","7027.249999999998"
"itapetim","PE","75","7020.000000000002"
"presidente olegário","MG","102","7019.47"
"alexânia","GO","90","7000.049999999993"
"ibipitanga","BA","40","6999.599999999994"
"areia branca","RN","114","6976.799999999998"
"trajano de morais","RJ","72","6976.619999999995"
"capela","SE","108","6971.280000000007"
"capitólio","MG","198","6964.020000000003"
"santa fé de goiás","GO","16","6950.76"
"jaqueira","PE","36","6947.879999999999"
"rio bonito do iguacu","PR","60","6942"
"mucuge","BA","27","6938.729999999996"
"roca sales","RS","78","6938.100000000002"
"monsenhor tabosa","CE","63","6925.800000000003"
"acari","RN","19","6916"
"guaiçara","SP","81","6905.069999999998"
"assaí","PR","48","6892.559999999998"
"esperança","PB","24","6881.5199999999995"
"candelária","RS","60","6880.679999999996"
"kalore","PR","32","6879.839999999998"
"santa ernestina","SP","66","6869.280000000001"
"crisopolis","BA","128","6867.200000000007"
"araporã","MG","36","6866.279999999999"
"alvorada d'oeste","RO","38","6839.619999999997"
"icapui","CE","75","6813.749999999998"
"machacalis","MG","98","6805.610000000001"
"oroco","PE","69","6782.699999999997"
"padre carvalho","MG","84","6756"
"são ludgero","SC","40","6733.200000000001"
"imigrante","RS","66","6729.800000000001"
"ceara-mirim","RN","44","6720.120000000001"
"poco redondo","SE","32","6716.7999999999965"
"boa esperança do sul","SP","88","6695.2"
"gama","DF","56","6656.31"
"abadiânia","GO","7","6649.929999999999"
"neves paulista","SP","177","6642.220000000007"
"rubim","MG","93","6630.59"
"ubata","BA","138","6624"
"tuparendi","RS","72","6605.64"
"santo antonio","RN","28","6605.200000000002"
"corbélia","PR","27","6604.199999999999"
"belem","PB","20","6600"
"nova esperança do piriá","PA","3","6597"
"herval","RS","66","6596.369999999999"
"santo antônio do aracanguá","SP","6","6594"
"caicara do norte","RN","6","6594"
"pocrane","MG","114","6573.62"
"sao goncalo do rio preto","MG","60","6563.8"
"perola","PR","48","6545.759999999998"
"portalegre","RN","48","6540.799999999999"
"luiziania","SP","87","6539.209999999997"
"mambaí","GO","16","6535.919999999999"
"soledade de minas","MG","105","6508.740000000002"
"sao tomas de aquino","MG","84","6505.800000000002"
"barao ataliba nogueira","SP","5","6500"
"nova esperanca do sul","RS","150","6485.0000000000055"
"ponto novo","BA","36","6480"
"antonio carlos","SC","60","6474.000000000003"
"quilombo","SC","148","6466.860000000001"
"urucuca","BA","66","6464.700000000002"
"mozarlândia","GO","56","6451.200000000003"
"guaranésia","MG","80","6444.6399999999985"
"presidente kennedy","ES","54","6443.549999999999"
"alvorada do norte","GO","117","6430.319999999988"
"acreúna","GO","54","6422.58"
"nossa senhora do o","PE","32","6416"
"jumirim","SP","95","6414.400000000003"
"rio negro","MS","20","6398.000000000001"
"juquiá","SP","90","6390.719999999999"
"uruçuí","PI","50","6389.699999999998"
"merces","MG","116","6373.039999999995"
"jequitiba","MG","20","6369"
"caririacu","CE","28","6356"
"xambioa","TO","57","6339.919999999996"
"barra de guabiraba","PE","26","6323.200000000001"
"florian&oacute;polis","SC","54","6311.079999999999"
"serra dourada","BA","64","6308.479999999992"
"iguaracu","PR","36","6308.400000000001"
"itapejara d  oeste","PR","42","6299.4"
"samambaia","DF","62","6297.41"
"curuca","PA","36","6296.4000000000015"
"rialma","GO","66","6285.18"
"cocalinho","MT","90","6283.049999999999"
"bataypora","MS","48","6275.040000000001"
"cristais","MG","120","6261.000000000004"
"guaiuba","CE","18","6255"
"motuca","SP","66","6245.800000000001"
"alhandra","PB","12","6222"
"muritiba","BA","39","6220.109999999994"
"sao jose da bela vista","SP","80","6216.800000000001"
"bom jardim","PE","26","6210.0999999999985"
"bonfim","MG","108","6205.680000000001"
"euclides da cunha paulista","SP","76","6203.5"
"novo repartimento","PA","80","6200"
"pérola d'oeste","PR","20","6199"
"bueno brandao","MG","144","6192.720000000002"
"santa barbara do sul","RS","86","6183.400000000002"
"poções","BA","40","6179.799999999997"
"peçanha","MG","35","6178.9"
"ceilândia","DF","46","6175.37"
"paula freitas","PR","26","6173.700000000001"
"taiúva","SP","63","6170.78"
"camocim de sao felix","PE","51","6169.300000000001"
"pilao arcado","BA","88","6157.139999999992"
"barra do mendes","BA","57","6155.8099999999995"
"senador guiomard","AC","45","6149.700000000001"
"gaucha do norte","MT","135","6141.6"
"redenção","PA","51","6139.460000000002"
"paranhos","MS","22","6138"
"triunfo","PE","56","6132"
"sao jose da coroa grande","PE","56","6129.200000000002"
"setubinha","MG","92","6115.470000000003"
"coroatá","MA","70","6114.359999999995"
"california da barra","RJ","56","6103.79"
"matupá","MT","63","6098.1900000000005"
"nova vicosa","BA","31","6092.709999999997"
"igaratinga","MG","24","6084.4800000000005"
"rodelas","BA","45","6073.5"
"ametista do sul","RS","50","6070"
"saudade do iguacu","PR","92","6067.170000000002"
"nova olimpia","MT","72","6048"
"rio paranaíba","MG","99","6023.520000000002"
"dona euzebia","MG","38","6020.909999999998"
"serranópolis","GO","18","6017.28"
"macedonia","SP","72","6015.779999999999"
"brauna","SP","75","6011.85"
"bela vista de minas","MG","50","5995.000000000002"
"são felipe","BA","16","5983.200000000001"
"itanhem","BA","26","5980"
"paraibano","MA","92","5977.929999999995"
"santa helena de minas","MG","72","5960.160000000002"
"cambara do sul","RS","32","5952"
"jambeiro","SP","108","5926.679999999997"
"são josé da barra","MG","42","5922.840000000001"
"extrema","RO","24","5914.8"
"alvarenga","MG","56","5908"
"varzea alegre","CE","84","5892.1799999999985"
"cametá","PA","60","5892.000000000002"
"lencois","BA","54","5886"
"roncador","PR","74","5882.2599999999975"
"santo estevão","BA","36","5878.86"
"itajuípe","BA","48","5875.92"
"buique","PE","25","5875"
"boa vista da aparecida","PR","116","5871.629999999994"
"porto esperidiao","MT","50","5870.000000000002"
"medeiros","MG","42","5869.289999999999"
"seberi","RS","90","5867.550000000001"
"alto rio novo","ES","44","5863"
"sao martinho","SC","26","5863"
"baldim","MG","18","5858.91"
"goianinha","RN","72","5855.400000000001"
"ventania","PR","105","5836.949999999995"
"caraiba","PE","28","5836.459999999998"
"inacio martins","PR","120","5831.759999999998"
"ipuiuna","MG","39","5826.100000000001"
"nazareno","MG","72","5824.800000000004"
"sao joao do ivai","PR","60","5817.000000000002"
"urucania","MG","39","5811"
"jardim alegre","PR","98","5800.620000000003"
"ibititá","BA","4","5800"
"santo antonio da alegria","SP","84","5790.120000000003"
"conceição do rio verde","MG","42","5781.2300000000005"
"santa rosa do sul","SC","29","5771"
"pancas","ES","36","5757.840000000001"
"santo antonio do grama","MG","48","5757.6"
"macaíba","RN","50","5744.4"
"eliseu martins","PI","56","5725.719999999998"
"capivari do sul","RS","36","5724"
"itaperuçu","PR","36","5722.5599999999995"
"viseu","PA","19","5719"
"pereiro","CE","60","5717.799999999999"
"salto do itarare","PR","22","5717.799999999999"
"mombaca","CE","26","5717.400000000001"
"jussara","GO","207","5712.509999999983"
"paranacity","PR","96","5700.799999999998"
"cotriguacu","MT","68","5700.4400000000005"
"são jerônimo","RS","90","5697.499999999998"
"nova canaa do norte","MT","152","5691.639999999999"
"varzelandia","MG","78","5691.139999999999"
"tupanciretã","RS","90","5681.549999999999"
"barra de santo antonio","AL","20","5670"
"quixadá","CE","39","5661.159999999998"
"sao felix do coribe","BA","50","5650"
"minas do leao","RS","22","5632"
"planura","MG","110","5618.799999999999"
"boa esperanca","RJ","4","5599.96"
"americo de campos","SP","20","5597.999999999999"
"nova cantu","PR","56","5597.200000000002"
"cidade gaúcha","PR","56","5588.729999999997"
"conceição do castelo","ES","55","5586.13"
"bento de abreu","SP","51","5575.659999999995"
"novo oriente","CE","72","5567.519999999993"
"santo antônio do jacinto","MG","110","5560.390000000001"
"itaparica","BA","33","5560.1699999999955"
"botuvera","SC","29","5550.620000000001"
"erval grande","RS","28","5542.6"
"rodeio bonito","RS","78","5532.800000000002"
"mendonca","SP","96","5528.880000000005"
"teofilandia","BA","90","5516.399999999998"
"alto jequitiba","MG","78","5509.139999999999"
"são carlos","SC","88","5504.18"
"correntina","BA","126","5501.579999999998"
"luzilandia","PI","102","5501.199999999997"
"jardim","CE","28","5497.099999999999"
"sao jose do hortencio","RS","34","5489.13"
"meleiro","SC","78","5480.800000000003"
"ladainha","MG","64","5476.4800000000005"
"sarapui","SP","44","5475.360000000001"
"colorado","RS","81","5472.900000000002"
"nazaré","BA","39","5457.919999999998"
"pedro canário","ES","75","5456.85"
"lindóia","SP","90","5454.27"
"campina das missoes","RS","70","5453.000000000002"
"piedade do rio grande","MG","60","5441.700000000001"
"goianápolis","GO","20","5434.9"
"oscar bressane","SP","54","5432.400000000001"
"manoel viana","RS","78","5428.540000000001"
"itaja","GO","18","5412"
"nova laranjeiras","PR","26","5410.5999999999985"
"matipó","MG","44","5403.090000000001"
"paraíso","SP","35","5395.46"
"balneário pinhal","RS","48","5391.420000000001"
"goianésia","GO","82","5386.32"
"cipo","BA","30","5370"
"pirpirituba","PB","4","5360"
"paulicéia","SP","30","5351.35"
"sao miguel do tapuio","PI","30","5340"
"itau","RN","16","5334.4"
"jucurucu","BA","26","5329.74"
"santa maria da serra","SP","74","5314.680000000002"
"cerejeiras","RO","45","5309.549999999999"
"caraí","MG","88","5300.57"
"sao jose do cerrito","SC","57","5298.910000000002"
"caculé","BA","40","5297.800000000001"
"tanhacu","BA","40","5287.799999999999"
"placas","PA","48","5286.959999999999"
"cerro azul","PR","116","5283.219999999999"
"nonoai","RS","60","5276.999999999999"
"barras","PI","75","5271.999999999993"
"pouso alto","MG","63","5271"
"novo sao joaquim","MT","54","5266.800000000001"
"hulha negra","RS","16","5264"
"paulo lopes","SC","44","5257.779999999998"
"...arraial do cabo","RJ","39","5237.889999999998"
"augusto correa","PA","45","5219.85"
"sao domingos","SC","70","5214.650000000001"
"dores do indaiá","MG","63","5211.990000000001"
"ivate","PR","57","5205.619999999999"
"itatiaiucu","MG","80","5196.000000000001"
"maragogipe","BA","68","5195.2000000000035"
"capim branco","MG","68","5194.520000000002"
"fontoura xavier","RS","26","5174"
"águas vermelhas","MG","54","5171.220000000001"
"alcobaça","BA","16","5159.119999999999"
"jose de freitas","PI","60","5158"
"bela vista do paraíso","PR","30","5154.9000000000015"
"salto da divisa","MG","88","5147.119999999996"
"delfinopolis","MG","110","5138.980000000002"
"major vieira","SC","60","5137.799999999999"
"mercedes","PR","72","5133.6"
"tocantinópolis","TO","56","5121.549999999997"
"são bento","MA","18","5121"
"trombudo central","SC","112","5120.920000000002"
"irineopolis","SC","96","5107.68"
"iporã do oeste","SC","60","5098.500000000002"
"mogidascruzes","SP","40","5093.580000000001"
"ibicoara","BA","51","5086.399999999999"
"são josé do rio claro","MT","34","5066"
"santana do jacaré","MG","12","5057.370000000001"
"iati","PE","24","5031.92"
"desterro","PB","9","5031"
"augustinopolis","TO","47","5029"
"inhomirim","RJ","50","5020.1900000000005"
"campo alegre","SC","72","5020.02"
"boqueirao do leao","RS","44","5013.800000000001"
"passos maia","SC","48","5013.6"
"oliveira dos brejinhos","BA","72","5000.4000000000015"
"douradina","PR","50","4994.999999999999"
"são tiago","MG","50","4992.7"
"reserva do cabacal","MT","26","4990.700000000001"
"olindina","BA","66","4989.380000000001"
"nova alvorada","RS","76","4974.200000000002"
"planaltina","GO","84","4969.219999999999"
"cerro grande do sul","RS","54","4968"
"sao pedro da agua branca","MA","16","4958.400000000001"
"itapora","MS","75","4947"
"itapissuma","PE","51","4943.599999999999"
"macaubal","SP","110","4939.000000000005"
"santa terezinha","PE","19","4938.1"
"mutuípe","BA","44","4936.690000000001"
"arroio trinta","SC","29","4927.1"
"aurea","RS","24","4914"
"wanderley","BA","34","4912.659999999996"
"sao martinho","RS","16","4895.84"
"cafeara","PR","63","4893"
"canitar","SP","34","4883.25"
"sao pedro da uniao","MG","51","4877.13"
"eugenópolis","MG","25","4869.349999999999"
"bodoco","PE","48","4867.200000000002"
"santa barbara doeste","SP","48","4861.16"
"itambaraca","PR","54","4856.4000000000015"
"vale real","RS","69","4842.190000000001"
"araripe","CE","36","4834.799999999999"
"umbauba","SE","81","4830.3"
"serra azul de minas","MG","28","4829.86"
"santana do manhuacu","MG","63","4806.6900000000005"
"carvalhopolis","MG","60","4806.6"
"altaneira","CE","52","4804.800000000002"
"barra de santa rosa","PB","24","4804.8"
"monte alegre","PA","98","4802"
"sandolandia","TO","6","4794"
"brazópolis","MG","35","4780.6"
"colonia leopoldina","AL","30","4779.799999999998"
"quixabeira","BA","110","4772.679999999998"
"sao domingos do araguaia","PA","21","4767"
"rio de contas","BA","63","4760.700000000003"
"nova mamore","RO","16","4759.2"
"nova mamoré","RO","16","4759.199999999999"
"guajara-mirim","RO","120","4755.6"
"mara rosa","GO","66","4748.700000000001"
"vicentina","MS","25","4747.500000000001"
"tracunhaem","PE","14","4745.929999999999"
"capinzal do norte","MA","24","4740"
"itabaianinha","SE","90","4734"
"bacuri","MA","45","4731.3"
"bananeiras","PB","96","4723.839999999999"
"pedro afonso","TO","60","4717.800000000001"
"batayporã","MS","36","4706.280000000002"
"ribeirao vermelho","MG","51","4686.9000000000015"
"alto horizonte","GO","60","4678.199999999999"
"milagres","CE","28","4676"
"aguas de sao pedro","SP","34","4674.83"
"alcantara","MA","22","4672.800000000001"
"tome-acu","PA","23","4660.889999999999"
"cedral","MA","12","4659.6"
"concórdia do pará","PA","15","4648.900000000001"
"tuparetama","PE","45","4647.000000000002"
"sao joao do manhuacu","MG","60","4644.000000000002"
"doutor camargo","PR","22","4643.1"
"grao para","SC","63","4636.800000000001"
"pedro gomes","MS","41","4633"
"irupi","ES","38","4616.81"
"mae do rio","PA","62","4615.59"
"flores","PE","60","4614.000000000001"
"tavares","RS","26","4601.740000000001"
"ocaucu","SP","95","4590.4000000000015"
"belem do sao francisco","PE","14","4581.5"
"ciriaco","RS","20","4580"
"pendencias","RN","28","4571"
"grajaú","MA","35","4569.530000000001"
"capitão leônidas marques","PR","69","4560.280000000001"
"anastacio","MS","78","4559.100000000002"
"brotas de macaubas","BA","27","4536"
"sao joao do itaperiu","SC","6","4535.9400000000005"
"flor da serra do sul","PR","46","4533.300000000001"
"santo antônio do amparo","MG","60","4520.64"
"bandeira","MG","39","4520.2300000000005"
"cordeiros","BA","14","4518.5"
"amargosa","BA","82","4509.17999999999"
"cândido godói","RS","30","4500"
"jequirica","BA","9","4499.91"
"campo erê","SC","64","4484.800000000002"
"alto rio doce","MG","84","4481.8200000000015"
"nossa senhora de caravaggio","SC","32","4480"
"candangolândia","DF","22","4468.739999999999"
"candeias do jamari","RO","16","4464"
"sao jose do goiabal","MG","44","4463.800000000001"
"jesuítas","PR","32","4452.4"
"matutina","MG","66","4451.370000000001"
"são josé do egito","PE","40","4447.000000000001"
"gilbues","PI","15","4440"
"jordânia","MG","25","4431.25"
"redenção","CE","16","4418.720000000001"
"carmo do rio verde","GO","52","4417.139999999999"
"mucurici","ES","34","4416.600000000001"
"arraial d ajuda","BA","50","4410.15"
"lupionopolis","PR","42","4404.75"
"rio do antonio","BA","51","4403"
"sao jose da laje","AL","40","4398.000000000001"
"americano do brasil","GO","45","4372.35"
"panelas","PE","54","4368.330000000001"
"itamogi","MG","38","4368.1"
"david canabarro","RS","78","4364.880000000001"
"sao felix do araguaia","MT","88","4347.200000000001"
"estrela do norte","SP","75","4344.750000000002"
"condor","RS","100","4336.000000000001"
"rebouças","PR","84","4335.239999999998"
"itororó","BA","28","4334.4"
"xapuri","AC","30","4333.95"
"araponga","MG","36","4318.200000000001"
"pentecoste","CE","36","4316.400000000002"
"são joão do sul","SC","10","4305"
"carius","CE","36","4300.919999999998"
"boa vista do cadeado","RS","10","4299.8"
"carambeí","PR","44","4298.8"
"carnaubal","CE","40","4297.800000000002"
"fortim","CE","24","4296"
"nova crixas","GO","28","4295.200000000001"
"fundão","ES","20","4290.72"
"ataleia","MG","52","4284.800000000001"
"rio branco","MT","128","4284.160000000002"
"mundo novo","GO","28","4284"
"pedra","PE","48","4282.880000000002"
"paulista","PB","9","4280.4"
"dionísio cerqueira","SC","60","4280"
"sao goncalo do abaete","MG","48","4271.76"
"inimutaba","MG","48","4267.200000000001"
"nova ipixuna","PA","26","4264"
"anitapolis","SC","14","4262.929999999999"
"janiopolis","PR","64","4255.519999999999"
"redentora","RS","36","4255.080000000001"
"santa quitéria","CE","25","4248.35"
"campestre do maranhao","MA","34","4248.130000000001"
"campos verdes","GO","11","4241.6"
"coronel freitas","SC","53","4239.469999999999"
"gameleiras","MG","30","4238.9"
"ipumirim","SC","75","4221.15"
"bequimao","MA","12","4198.8"
"canudos","BA","24","4197.600000000001"
"godoy moreira","PR","4","4196"
"severínia","SP","54","4195.17"
"cristalia","MG","30","4187.000000000001"
"boca da mata","AL","38","4174.870000000001"
"pedro osório","RS","18","4154.700000000001"
"cabralia paulista","SP","80","4145.8"
"simão dias","SE","35","4142.400000000001"
"soledade","PB","48","4142.400000000001"
"descoberto","MG","60","4139.599999999997"
"ipixuna do para","PA","44","4136"
"espirito santo do turvo","SP","54","4134.600000000002"
"santana do acaraú","CE","12","4130.67"
"passira","PE","22","4124.780000000001"
"serranopolis do iguacu","PR","30","4123.35"
"coronel joão sá","BA","21","4115.93"
"barra do turvo","SP","56","4114.6"
"itapitanga","BA","60","4114.000000000003"
"itabirinha","MG","38","4104"
"carmesia","MG","17","4098.699999999999"
"rio formoso","PE","38","4096.4"
"acaraú","CE","27","4094.88"
"custódia","PE","42","4094.1600000000003"
"progresso","RS","19","4085"
"cuité","PB","18","4073.34"
"guamiranga","PR","19","4066"
"inaja","PE","22","4063.4000000000005"
"jundiai do sul","PR","36","4055.639999999999"
"jaguarari","BA","18","4048.7000000000007"
"campo alegre de goias","GO","46","4045.470000000003"
"werneck","RJ","20","4038.9000000000005"
"simolandia","GO","58","4030.709999999998"
"vicencia","PE","30","4020"
"alta floresta do oeste","RO","18","4019.34"
"aramina","SP","41","4013.900000000001"
"belo campo","BA","69","4012.809999999998"
"catiguá","SP","36","4011.4199999999996"
"jiquiriçá","BA","8","3999.9199999999996"
"ilopolis","RS","66","3999.6000000000013"
"inconfidentes","MG","280","3999.6000000000004"
"quadra","SP","27","3995.1000000000004"
"neopolis","SE","17","3995"
"cristiano otoni","MG","38","3993.8"
"getulina","SP","80","3992.0000000000027"
"caetanópolis","MG","48","3987.4200000000005"
"riqueza","SC","48","3982.4"
"passa tempo","MG","33","3960"
"sapeacu","BA","48","3948.6400000000012"
"uniao","PI","12","3948"
"antonio prado de minas","MG","42","3948"
"são benedito","CE","30","3945.9500000000003"
"echaporã","SP","15","3937.3500000000004"
"montezuma","MG","42","3924.6900000000005"
"paulino neves","MA","7","3919.9299999999994"
"formigueiro","RS","28","3917.2000000000016"
"iracema","CE","34","3908.3000000000006"
"rj","RJ","26","3903.7300000000005"
"morro do chapéu","BA","63","3902.989999999998"
"barão ataliba nogueira","SP","3","3900"
"união dos palmares","AL","15","3899.8499999999985"
"ribeiraozinho","MT","26","3899.7400000000002"
"pio ix","PI","26","3899.739999999998"
"maua da serra","PR","60","3899.7"
"tabuleiro","MG","36","3898.6799999999994"
"massape","CE","50","3897.500000000002"
"tapiramutá","BA","6","3896.9699999999993"
"padre paraiso","MG","65","3893.5000000000005"
"mandirituba","PR","77","3890.590000000001"
"dona francisca","RS","30","3880.5000000000023"
"senador firmino","MG","56","3879.960000000002"
"ibicare","SC","34","3865.8"
"ilicinea","MG","43","3865.7000000000007"
"são josé dos quatro marcos","MT","34","3858.83"
"uruará","PA","28","3849.5999999999995"
"natividade","TO","11","3848.9000000000005"
"sao joao","PE","9","3843"
"maristela","SP","30","3835.920000000001"
"ibimirim","PE","39","3832.2700000000004"
"são josé de ubá","RJ","24","3831.12"
"timbe do sul","SC","54","3830.2200000000016"
"sao luis do quitunde","AL","32","3828.800000000002"
"são pedro dos ferros","MG","20","3818.95"
"olho d'agua das flores","AL","45","3817.1999999999985"
"cavalcante","GO","48","3815.76"
"hidrolândia","CE","28","3815.08"
"brasilandia de minas","MG","50","3812.5"
"nazario","GO","32","3806.240000000001"
"guaraciaba","MG","38","3796.2000000000003"
"ouvidor","GO","33","3795"
"aguia branca","ES","48","3789.3600000000006"
"tunapolis","SC","12","3784.6799999999994"
"aratuba","CE","22","3782.9000000000005"
"ipira","SC","116","3775.7999999999997"
"conceicao das pedras","MG","60","3763.080000000001"
"iguaí","BA","14","3751.9299999999994"
"uniao do sul","MT","17","3751.8999999999996"
"sao jorge d'oeste","PR","60","3744.0000000000005"
"campos de júlio","MT","24","3739.2"
"nova lacerda","MT","11","3737.1400000000003"
"emilianopolis","SP","44","3736.700000000001"
"sao jose do barreiro","SP","54","3736.619999999998"
"francisco sá","MG","21","3729.6000000000004"
"camapuã","MS","36","3727.7400000000002"
"itubera","BA","148","3727.0100000000007"
"dom joaquim","MG","25","3725"
"sao sebastiao do maranhao","MG","54","3722.2200000000016"
"aurora","SC","30","3719"
"são domingos do prata","MG","55","3716.7900000000004"
"jaci","SP","64","3708.480000000001"
"ferros","MG","62","3707.599999999998"
"mari","PB","42","3703.7000000000016"
"santa isabel do rio preto","RJ","5","3699.5"
"jaboti","PR","46","3696.1000000000017"
"bom jesus das selvas","MA","63","3693.8999999999987"
"abatia","PR","66","3693.58"
"saloá","PE","12","3693"
"itagi","BA","66","3692.369999999999"
"palmeira d oeste","SP","60","3690.8"
"tejupa","SP","33","3686.9799999999996"
"canápolis","MG","35","3680.6000000000004"
"cantagalo","PR","64","3679.68"
"indianopolis","PR","56","3679.0600000000004"
"sao paulo do potengi","RN","32","3678.400000000001"
"pirajuba","MG","27","3669.300000000001"
"guimarânia","MG","28","3667.3"
"ivaí","PR","12","3664.6200000000003"
"sonora","MS","126","3652.7400000000007"
"jacinto","MG","64","3647.6800000000003"
"júlio mesquita","SP","12","3639.96"
"goiabeira","MG","28","3639.7199999999975"
