"city","state","total_orders","total_sales"
"santa maria do suaçuí","MG","16","3639.2000000000007"
"natividade da serra","SP","29","3625"
"cássia","MG","78","3617.7699999999995"
"fátima","BA","24","3615.2"
"santana dos montes","MG","45","3615"
"sao sebastiao do rio verde","MG","26","3614"
"iraucuba","CE","38","3607.9099999999994"
"presidente alves","SP","64","3603.5199999999986"
"poxoreu","MT","56","3599.96"
"são sebastião do passe","BA","45","3599.0099999999998"
"candido mendes","MA","30","3597.000000000001"
"coronel sapucaia","MS","40","3596.000000000001"
"chorozinho","CE","10","3590"
"riolândia","SP","27","3589.2"
"porto rico","PR","12","3588"
"bossoroca","RS","23","3587.7700000000004"
"turvo","PR","64","3587.199999999999"
"alto alegre do pindare","MA","18","3582"
"alvaro de carvalho","SP","20","3580"
"vieiras","MG","11","3575"
"miraguai","RS","21","3569.37"
"alcinópolis","MS","40","3555.8"
"sao pedro do sul","RS","36","3553.2000000000007"
"tangará","SC","10","3549"
"itiúba","BA","52","3547.5699999999997"
"perdigão","MG","63","3541.4100000000008"
"balneário barra do sul","SC","36","3539.7000000000003"
"matelandia","PR","122","3536.7800000000007"
"abare","BA","38","3518.6100000000006"
"marilandia do sul","PR","22","3517.8"
"alexandria","RN","44","3515.6000000000026"
"itambe","PR","13","3508.7000000000003"
"raposo","RJ","24","3508.2000000000003"
"sao felix de minas","MG","9","3500.1000000000004"
"ipaporanga","CE","18","3500.1000000000004"
"cortes","PE","28","3498.4600000000005"
"pejuçara","RS","30","3498.2499999999995"
"carutapera","MA","40","3498.000000000001"
"sanharó","PE","8","3496"
"eneas marques","PR","115","3488.6400000000003"
"palmares paulista","SP","58","3474.2000000000016"
"sao jose do divino","PI","6","3474"
"buenos aires","PE","28","3470.6000000000004"
"coracao de jesus","MG","84","3469.2000000000007"
"monte gordo","BA","22","3463.9"
"governador eugenio barros","MA","10","3463.2000000000003"
"ipigua","SP","28","3461.36"
"conservatória","RJ","28","3456.3600000000006"
"florestópolis","PR","28","3448.9000000000005"
"ribeirão claro","PR","49","3448.8300000000004"
"goianésia do pará","PA","12","3447.96"
"hidrolina","GO","38","3447.9300000000003"
"santa maria","DF","33","3445.7200000000007"
"ipiaçu","MG","24","3439.04"
"alpercata","MG","30","3432.000000000001"
"nova aurora","GO","7","3430"
"arantina","MG","19","3420"
"sapucaí-mirim","MG","24","3418.7400000000002"
"mariopolis","PR","22","3409.78"
"jerônimo monteiro","ES","24","3408"
"timbaúba","PE","42","3406.0199999999995"
"santa mercedes","SP","45","3404.8499999999995"
"curvelandia","MT","36","3402"
"leopoldo de bulhoes","GO","12","3396.24"
"cachoeira da prata","MG","60","3396"
"rio preto","MG","84","3395.2800000000007"
"azurita","MG","60","3393.999999999999"
"joviânia","GO","45","3392.7300000000005"
"pilar","AL","102","3389.800000000004"
"penaforte","CE","14","3359.230000000001"
"coroados","SP","32","3358.4000000000005"
"tabocas do brejo velho","BA","72","3357.1199999999976"
"mundo novo","BA","26","3354"
"palmeiras de goiás","GO","30","3348.0000000000005"
"iraí","RS","12","3347.3400000000006"
"carnaiba","PE","16","3335.1200000000003"
"palmeira dos índios","AL","23","3334.870000000001"
"pranchita","PR","21","3332.07"
"rianapolis","GO","29","3327.750000000001"
"frecheirinha","CE","38","3326.7100000000005"
"sao domingos do maranhao","MA","52","3325.140000000001"
"são joão do manteninha","MG","21","3324.2299999999996"
"campos dos goytacaze","RJ","11","3317.8399999999992"
"garrafão do norte","PA","15","3314.45"
"nova erechim","SC","39","3312.2700000000004"
"dois irmãos do buriti","MS","12","3307.6000000000004"
"vitoria","PR","45","3306.3"
"ipe","RS","38","3304.100000000001"
"santo antônio","RN","14","3302.6000000000004"
"caibi","SC","75","3301.25"
"acaiaca","MG","40","3298"
"são josé de mipibu","RN","12","3286.76"
"formosa do oeste","PR","47","3285.2999999999993"
"lagoa real","BA","8","3280"
"floreal","SP","34","3279.130000000001"
"quatro pontes","PR","22","3278"
"lavínia","SP","40","3268.000000000001"
"jequitai","MG","32","3266.8800000000006"
"itiruçu","BA","15","3266.4000000000005"
"capitão poço","PA","24","3243.0400000000004"
"jacaré","SP","40","3240.1600000000003"
"sao paulo","AC","31","3234.43"
"são joão da ponte","MG","7","3232.88"
"joao alfredo","PE","45","3232.3499999999985"
"senador amaral","MG","54","3230.2799999999997"
"cunha porã","SC","25","3227.1000000000004"
"lunardelli","PR","30","3223.3500000000004"
"pocao de pedras","MA","18","3222"
"batalha","AL","45","3221.850000000001"
"frei inocêncio","MG","25","3221.45"
"tamarana","PR","93","3220.900000000001"
"tenente ananias","RN","14","3218.600000000001"
"cruzalia","SP","44","3216.4000000000005"
"jabora","SC","24","3214.7999999999997"
"morpara","BA","18","3214.080000000001"
"planaltina","DF","26","3204.47"
"esperantinópolis","MA","15","3203.0500000000006"
"pedras de fogo","PB","40","3199.7999999999984"
"sao vicente ferrer","PE","32","3199.6800000000003"
"mata","RS","8","3198.8"
"rio das antas","SC","36","3182.4000000000005"
"joaquim távora","PR","40","3179.7999999999984"
"vianópolis","GO","24","3178.0199999999995"
"atalanta","SC","12","3167.879999999999"
"santa cruz","PE","24","3166.8"
"arraias","TO","32","3166.400000000001"
"ribeirão","PE","40","3164"
"novo barreiro","RS","32","3161.4400000000005"
"jaborandi","SP","75","3157.25"
"sao pedro de alcantara","SC","24","3156"
"corguinho","MS","28","3155.7400000000007"
"três fronteiras","SP","45","3153.51"
"santo antonio do itambe","MG","42","3150.8399999999983"
"dom cavati","MG","42","3149.58"
"paripueira","AL","9","3149.1000000000004"
"boa vista das missoes","RS","9","3149.0999999999995"
"acegua","RS","30","3148.5"
"cocalzinho de goias","GO","21","3147.900000000001"
"guiricema","MG","21","3147.9000000000005"
"perpetuo socorro","MG","42","3147.6900000000005"
"ilha de itamaraca","PE","24","3146.6400000000003"
"balneario rincao","SC","24","3144"
"nova canaa","BA","40","3138.0000000000014"
"sao sebastiao","DF","33","3134.62"
"palmeira","SC","15","3134.5000000000005"
"olho d'agua das cunhas","MA","20","3129.9"
"cachoeira dourada","GO","42","3126.9"
"miranda do norte","MA","26","3120"
"igreja nova","AL","30","3120"
"presidente medici","RO","52","3117.1400000000003"
"alto parnaíba","MA","20","3111.16"
"matrincha","GO","38","3102.5099999999993"
"glória do goitá","PE","12","3101.9399999999996"
"fortaleza dos valos","RS","31","3100"
"capitao eneas","MG","40","3096.400000000001"
"planalto","BA","34","3094"
"bonfinopolis","GO","28","3093.09"
"santa cruz de salinas","MG","28","3092.6000000000004"
"santa isabel do pará","PA","42","3092.46"
"tapera","RS","50","3089.999999999999"
"solânea","PB","14","3080"
"coracao de maria","BA","11","3078.9000000000005"
"piratini","RS","44","3075.6000000000004"
"sao carlos do ivai","PR","33","3069"
"caiana","MG","39","3066.7000000000003"
"laje do muriae","RJ","14","3066"
"varzelândia","MG","42","3064.4600000000005"
"ibiam","SC","32","3063.92"
"céu azul","PR","56","3060.4799999999996"
"saubara","BA","17","3058.300000000001"
"agua branca","PI","46","3056.700000000001"
"durande","MG","52","3054.7400000000002"
"piçarra","PA","12","3043.8"
"balneário arroio do silva","SC","32","3039.04"
"martins","RN","34","3024.13"
"guarda-mor","MG","72","3020.4000000000005"
"pirenópolis","GO","44","3012.569999999999"
"montauri","RS","14","3009.23"
"glicerio","SP","18","3005.91"
"satuba","AL","18","3003.57"
"cachoeira de pajeú","MG","21","3001.6000000000004"
"felixlandia","MG","40","3000"
"centro novo do maranhao","MA","10","2999.9000000000005"
"nazare da mata","PE","30","2999.7"
"cabixi","RO","20","2998"
"glorinha","RS","24","2997.6000000000013"
"engenheiro beltrao","PR","78","2995.200000000001"
"mombuca","SP","54","2988.16"
"aracoiaba","CE","18","2986.8000000000006"
"santa bárbara d`oeste","SP","28","2984.330000000001"
"capetinga","MG","30","2983.5000000000005"
"amélia rodrigues","BA","24","2979.1199999999994"
"parambu","CE","105","2979.059999999999"
"piacabucu","AL","26","2975.7000000000007"
"quinta do sol","PR","75","2974.75"
"nortelandia","MT","17","2973.3000000000006"
"guajará-mirim","RO","75","2972.25"
"vargem grande do rio pardo","MG","22","2970"
"são geraldo","MG","35","2966.4599999999996"
"salgado filho","PR","76","2958.3"
"buriti dos lopes","PI","22","2957.9000000000005"
"curiúva","PR","40","2957"
"ribeirão do pinhal","PR","45","2952.000000000001"
"sao miguel do anta","MG","34","2951.0299999999997"
"boquim","SE","18","2950.2000000000007"
"mirinzal","MA","76","2942.5300000000007"
"barro alto","GO","30","2937.0000000000005"
"ribeira","SP","42","2929.9199999999987"
"leandro ferreira","MG","28","2924.6000000000004"
"arapei","SP","18","2924.0099999999993"
"irara","BA","34","2922.1300000000006"
"california","PR","56","2906.3999999999996"
"iraí de minas","MG","14","2904.2300000000005"
"brejo","MA","29","2899.71"
"maripá","PR","32","2895.76"
"frei lagonegro","MG","28","2894.3599999999988"
"tanque d'arca","AL","10","2890"
"patu","RN","60","2889.799999999999"
"cândido de abreu","PR","40","2886.4000000000005"
"avai","SP","16","2879.84"
"igaci","AL","18","2879.0100000000007"
"santa fe de minas","MG","18","2878.2000000000007"
"são joão batista do glória","MG","24","2876.8"
"ourizona","PR","20","2875.9999999999995"
"paripiranga","BA","74","2875.270000000001"
"nucleo bandeirante","DF","37","2867.6300000000006"
"taquaracu de minas","MG","16","2864"
"afranio","PE","16","2863.2"
"humaitá","AM","40","2858.5000000000005"
"governador lindenberg","ES","56","2855.1600000000008"
"rubiacea","SP","26","2844.4000000000005"
"itarema","CE","39","2843.1000000000004"
"são mateus do maranhão","MA","16","2840.8000000000006"
"jari","RS","32","2838.4000000000005"
"paula candido","MG","22","2838"
"santa cruz de goias","GO","12","2836"
"brejetuba","ES","22","2835.5799999999986"
"pombos","PE","27","2835"
"jampruca","MG","12","2830.8"
"hidreletrica tucurui","PA","20","2823.9"
"gastao vidigal","SP","39","2819.44"
"ubaíra","BA","24","2819.16"
"joaquim nabuco","PE","48","2818.4400000000005"
"rancho queimado","SC","18","2816.01"
"sao tome","PR","24","2808.8400000000006"
"boa esperança","RJ","2","2799.98"
"lagoa da confusão","TO","20","2799.96"
"serra do salitre","MG","56","2799.44"
"palmeiras","BA","32","2799.1999999999994"
"liberdade","MG","78","2787.9800000000005"
"paraúna","GO","20","2784.4"
"augusto corrêa","PA","24","2783.92"
"zacarias","SP","28","2783.2"
"araguapaz","GO","46","2780.7000000000003"
"ipiranga","PR","75","2772.2500000000005"
"moreilandia","PE","24","2770.8000000000006"
"rincao","SP","35","2765"
"conceição da barra","ES","27","2761.83"
"zé doca","MA","20","2754.4000000000005"
"uibaí","BA","20","2749.9"
"patrocinio do muriae","MG","58","2749.199999999999"
"sertânia","PE","32","2746.3200000000006"
"bonito","PA","18","2744.1"
"sao domingos das dores","MG","52","2727.4"
"icapuí","CE","30","2725.5000000000005"
"santa lúcia","SP","21","2722.23"
"nova veneza","GO","32","2719.6000000000013"
"ribeirão branco","SP","12","2717.94"
"luisburgo","MG","33","2716.78"
"guaraniaçu","PR","35","2701.79"
"grão mogol","MG","9","2699.4"
"tutóia","MA","12","2699.3399999999997"
"iretama","PR","23","2697.8999999999996"
"luiziana","PR","36","2697.3000000000006"
"felisburgo","MG","27","2697.2999999999997"
"contenda","PR","30","2697.0000000000005"
"coronel macedo","SP","58","2694.1"
"sao joao de iracema","SP","48","2694.0800000000004"
"vicentinópolis","GO","14","2693.5999999999995"
"itamari","BA","30","2689.8"
"campo grande","RJ","13","2687.66"
"piracema","MG","18","2682"
"oeiras do para","PA","30","2679.749999999999"
"sbcampo","SP","23","2679.6900000000005"
"buritizal","SP","80","2679.6"
"riacho fundo","DF","24","2671.7500000000005"
"mirandiba","PE","36","2662.6800000000003"
"nova campina","SP","34","2660.5"
"barracao","RS","54","2659.2300000000005"
"angulo","PR","36","2652.3000000000015"
"romaria","MG","20","2649"
"venda nova do imigrante-es","ES","22","2647.8300000000004"
"cruzília","MG","28","2645.3"
"santa ines","BA","27","2645.1000000000004"
"jansen","RS","10","2643.7599999999998"
"curralinho","PA","56","2642.639999999999"
"nova araca","RS","22","2639.7799999999997"
"chacara","MG","30","2635.5"
"itabata","BA","34","2634.6600000000003"
"são domingos do norte","ES","21","2623.2000000000003"
"belem de sao francisco","PE","8","2618"
"dionisio","MG","44","2613.5999999999995"
"corupá","SC","24","2607.8999999999996"
"macaparana","PE","36","2607.8400000000006"
"vargem","SP","66","2600.399999999999"
"sao luiz do norte","GO","20","2599.8"
"uirauna","PB","26","2598.7"
"piata","BA","96","2591.3599999999974"
"itaguara","MG","106","2591.17"
"macuco","RJ","37","2586.3"
"tunas do parana","PR","26","2585.7000000000003"
"paulo jacinto","AL","14","2582.229999999999"
"canindé","CE","24","2581.52"
"comercinho","MG","20","2580"
"tabapora","MT","24","2578.8"
"sao pedro do turvo","SP","58","2578.1000000000004"
"conceicao do tocantins","TO","21","2575.7900000000004"
"porto aelgre","RS","25","2568.800000000001"
"ipiranga do norte","MT","27","2565"
"iacri","SP","90","2564.1000000000004"
"luizlandia do oeste","MG","22","2562.8900000000003"
"baixa grande do ribeiro","PI","16","2559.8399999999997"
"sucupira do norte","MA","16","2559.2000000000003"
"querencia do norte","PR","32","2556.8000000000015"
"riachinho","MG","62","2552.540000000001"
"deputado irapuan pinheiro","CE","30","2549.7000000000003"
"alcântara","MA","12","2548.8"
"pindobacu","BA","45","2548.5000000000005"
"são roque de minas","MG","30","2548.35"
"mirante da serra","RO","21","2538.9000000000005"
"serra azul","SP","35","2537.5"
"urupa","RO","30","2535.7"
"poté","MG","15","2534.5"
"inaciolândia","GO","12","2528.97"
"jutí","MS","16","2527.16"
"santo expedito","SP","9","2520"
"conceicao","PB","44","2518.779999999999"
"lourdes","SP","26","2518.1"
"quatiguá","PR","50","2517.0000000000005"
"areia","PB","42","2515.800000000002"
"witmarsum","SC","51","2512.4300000000003"
"mata roma","MA","26","2509"
"campanario","MG","18","2508.3"
"divinesia","MG","10","2499"
"baianopolis","BA","12","2497.7999999999997"
"são francisco do conde","BA","27","2491.2000000000007"
"sarapuí","SP","20","2488.8"
"guairaca","PR","78","2488.2000000000035"
"canarana","BA","23","2481.700000000001"
"arace","ES","24","2480.4"
"colonia castrolanda","PR","24","2472.09"
"curaçá","BA","24","2471.2"
"nova itaberaba","SC","16","2471.12"
"floresta do araguaia","PA","19","2469.8100000000004"
"itagimirim","BA","19","2468.1000000000004"
"putinga","RS","34","2461.5999999999995"
"augusto pestana","RS","64","2460.16"
"carlinda","MT","24","2458.8"
"senhora de oliveira","MG","84","2454.8999999999996"
"firminópolis","GO","28","2453.96"
"governador mangabeira","BA","25","2450"
"planalto","SP","35","2449.6499999999996"
"riacho das almas","PE","24","2446.8000000000006"
"são joão do paraíso","MG","28","2446.5000000000005"
"glicerio","RJ","12","2435.94"
"palmopolis","MG","27","2429.73"
"itaoca","ES","12","2429.3999999999996"
"victor graeff","RS","34","2427.6000000000013"
"cláudia","MT","48","2421.4400000000005"
"propriá","SE","20","2419.45"
"barao de cotegipe","RS","38","2410.91"
"sao jose do turvo","RJ","30","2407.0000000000005"
"matias olimpio","PI","20","2400"
"alto paraíso","RO","2","2400"
"almino afonso","RN","8","2399.2000000000003"
"bom jesus do sul","PR","12","2398.8000000000006"
